0,1.07543370654242,1.07543370631558,1.075433706432,0,0,0
0.000444073702857561,0.960904097478258,0.960904097067712,0.960904097662654,0,0,0
0.001,0.948337460746729,0.948337460722378,0.948337460825007,245000,189000,105000
0.002,0.924526149174469,0.924526148981314,0.924526149061112,490000,378000,210000
0.003,0.886479743204806,0.886479742988019,0.886479743079698,735000,567000,315000
0.004,0.855768174198958,0.855768173967481,0.855768174126838,980000,756000,420000
0.005,0.846601200420189,0.846601200202555,0.846601200275244,1225000,945000,525000
0.006,0.849943460464279,0.849943460251427,0.849943460306595,1470000,1134000,630000
0.007,0.854775446151933,0.854775445923241,0.854775446032553,1715000,1323000,735000
0.008,0.856418198242275,0.856418198037484,0.856418198200166,1960000,1512000,840000
0.009,0.854584776079668,0.854584775910104,0.854584776031466,2205000,1701000,945000
0.01,0.851394322709414,0.85139432251361,0.851394322605139,2450000,1890000,1050000
0.011,0.849429843712641,0.849429843492166,0.849429843605083,2695000,2079000,1155000
0.012,0.849864718941851,0.849864718727753,0.849864718828837,2940000,2268000,1260000
0.013,0.852057061616902,0.852057061425372,0.852057061502312,3185000,2457000,1365000
0.014,0.854489567515919,0.854489567313639,0.854489567451779,3430000,2646000,1470000
0.015,0.855937269420451,0.855937269243234,0.855937269363428,3675000,2835000,1575000
0.016,0.856157229905854,0.85615722973609,0.856157229837741,3920000,3024000,1680000
0.0166666666666665,0.844677668740288,0.844677668540865,0.844677668588695,3920000,3024000,1680000
0.0166666666666667,437.981510658362,437.981510658362,437.981510658362,3920000,3024000,1680000
0.0166666666666671,437.98151065836,437.98151065836,437.98151065836,3920000,3024000,1680000
0.016777618495384,437.496192211675,437.496192211675,437.496192211675,3920000,3024000,1680000
0.0167776184953842,437.496192211674,437.496192211674,437.496192211674,3920000,3024000,1680000
0.0168885703241011,437.010949908299,437.010949908299,437.010949908299,3920000,3024000,1680000
0.017,436.524295394448,436.524295394448,436.524295394449,4165000,3213000,1785000
0.0175571483794943,434.09900984574,434.09900984574,434.09900984574,4165000,3213000,1785000
0.018,432.180875837795,432.180875837795,432.180875837796,4410000,3402000,1890000
0.019,427.880662088124,427.880662088125,427.880662088125,4655000,3591000,1995000
0.02,423.62324547511,423.62324547511,423.62324547511,4900000,3780000,2100000
0.021,419.408198147869,419.408198147869,419.408198147869,5145000,3969000,2205000
0.022,415.235095347383,415.235095347383,415.235095347383,5390000,4158000,2310000
0.023,411.103518436809,411.103518436809,411.103518436809,5635000,4347000,2415000
0.024,407.013054984555,407.013054984555,407.013054984555,5880000,4536000,2520000
0.025,402.963297763484,402.963297763484,402.963297763484,6125000,4725000,2625000
0.026,398.953843468796,398.953843468796,398.953843468796,6370000,4914000,2730000
0.027,394.984291850454,394.984291850454,394.984291850454,6615000,5103000,2835000
0.028,391.054245625504,391.054245625504,391.054245625504,6860000,5292000,2940000
0.029,387.163311017091,387.163311017091,387.163311017091,7105000,5481000,3045000
0.03,383.311098406406,383.311098406406,383.311098406406,7350000,5670000,3150000
0.031,379.497222636745,379.497222636745,379.497222636745,7595000,5859000,3255000
0.032,375.721302828426,375.721302828426,375.721302828426,7840000,6048000,3360000
0.033,371.982961920949,371.982961920949,371.982961920949,8085000,6237000,3465000
0.034,368.281826297436,368.281826297436,368.281826297436,8330000,6426000,3570000
0.035,364.617525698478,364.617525698478,364.617525698478,8575000,6615000,3675000
0.036,360.989693394251,360.989693394251,360.989693394251,8820000,6804000,3780000
0.037,357.397966415117,357.397966415117,357.397966415117,9065000,6993000,3885000
0.038,353.841985650763,353.841985650763,353.841985650763,9310000,7182000,3990000
