t_start,t_end,t_decision,label,score,alarm,dominant,domain,csec_corr,csec_unc,|r_bal|,|r_aux|,|r_cool|,|r_ups|,|r_qp|,|r_pv|,|r_reg|,e_rec,e_fc
68.00,69.27,69.28,1,14.13921,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,26.18,16.53,50,50
68.40,69.67,69.68,1,15.11892,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,31.19,14.26,50,21.92
68.80,70.07,70.08,1,15.60448,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,32.06,13.02,50,5.707
69.20,70.47,70.48,1,14.55591,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,30.88,12.74,50,50
69.60,70.87,70.88,1,14.16494,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,30.82,10.75,46.6,23.45
70.00,71.27,71.28,1,15.14870,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,29.46,12.42,49.25,12.17
70.40,71.67,71.68,1,14.22315,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,27.33,15.89,50,50
70.80,72.07,72.08,1,13.22690,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,27.98,16.55,45.34,25.27
71.20,72.47,72.48,1,13.66193,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,27.59,16.5,45.68,10.83
71.60,72.87,72.88,1,14.09406,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,25.99,17.13,50,50
72.00,73.27,73.28,1,8.98497,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,26.58,17.39,32.64,21.7
72.40,73.67,73.68,1,6.44679,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,25.01,15.61,23.47,2.078
72.80,74.07,74.08,1,14.10101,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,21.93,14.64,50,50
73.20,74.47,74.48,1,15.02647,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,23.39,11.46,50,21.05
73.60,74.87,74.88,1,13.11462,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,25.54,10.93,42.71,3.945
74.00,75.27,75.28,1,14.45049,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,26.8,12,50,50
74.40,75.67,75.68,1,14.64921,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,29.48,10.75,48.35,25.44
74.80,76.07,76.08,1,12.57796,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,29.19,10.12,40.46,2.942
75.20,76.47,76.48,1,14.50373,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,26.71,11.12,50,50
75.60,76.87,76.88,1,11.64536,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,26.74,9.706,39.69,29.43
76.00,77.27,77.28,1,9.75913,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,25.44,9.047,32.19,2.891
76.40,77.67,77.68,1,14.45219,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,23.31,9.939,50,50
76.80,78.07,78.08,1,15.01792,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,25.36,8.496,50,32.79
77.20,78.47,78.48,1,14.09217,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,26.95,8.693,44.94,2.097
77.60,78.87,78.88,1,14.51472,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,26.99,11.11,50,50
78.00,79.27,79.28,1,13.02904,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,28.62,12.22,43.92,26.42
78.40,79.67,79.68,1,12.83375,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,27.68,13.01,42.11,5.194
78.80,80.07,80.08,1,14.26055,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,25.17,14.03,50,50
79.20,80.47,80.48,1,7.10488,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,24.1,13.01,26.48,22.57
79.60,80.87,80.88,1,6.69336,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,21.74,11.28,23.84,3.379
80.00,81.27,81.28,1,14.19973,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,19.03,11.39,50,50
80.40,81.67,81.68,1,14.87187,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,21.98,9.86,50,29.88
80.80,82.07,82.08,1,14.19029,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,25.23,9.808,45.69,2.821
81.20,82.47,82.48,1,14.44039,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,26.7,12.11,50,50
81.60,82.87,82.88,1,15.02240,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,29.98,11.63,50,31.42
82.00,83.27,83.28,1,14.92214,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,30.26,10.75,47.42,1.44
82.40,83.67,83.68,1,14.58749,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,28.31,10.74,50,50
82.80,84.07,84.08,1,11.58839,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,27.43,8.616,39.3,30.35
83.20,84.47,84.48,1,9.65522,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,25.35,9.13,31.89,2.74
83.60,84.87,84.88,1,14.32040,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,22.06,11.27,50,50
84.00,85.27,85.28,1,9.67722,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,22.73,12.05,34.41,25.72
84.40,85.67,85.68,1,8.50004,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,22.44,11.1,29.16,3.278
84.80,86.07,86.08,1,14.33763,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,21.98,10.95,50,50
85.20,86.47,86.48,1,11.00013,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,23.55,7.341,37.96,33.88
85.60,86.87,86.88,1,9.17809,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,23.64,6.995,30.24,2.843
86.00,87.27,87.28,1,14.44697,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,22.34,9.448,50,50
86.40,87.67,87.68,1,15.03921,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,26.37,11.17,50,26.1
86.80,88.07,88.08,1,15.10255,1,e_rec,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,28.66,10.87,48.19,1.863
87.20,88.47,88.48,1,-0.63959,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,27.92,10.56,1.422,10.48
87.60,88.87,88.88,-1,-1.14346,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,19.56,4.369,-1.116,-0.6465
88.00,89.27,89.28,-1,-1.33719,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,9.586,3.507,-0.7502,-0.732
88.40,89.67,89.68,-1,-1.26150,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.786,4.131,1.329,11.57
88.80,90.07,90.08,-1,-1.42933,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.75,2.797,-0.2772,-0.6427
89.20,90.47,90.48,-1,-1.56976,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.898,2.913,-0.6987,-0.7078
89.60,90.87,90.88,-1,-1.72490,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2,3.584,0.1079,15.93
90.00,91.27,91.28,-1,-1.48560,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.178,3.426,-0.3387,-0.1372
90.40,91.67,91.68,-1,-1.46657,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.698,2.326,-0.5975,-0.8086
90.80,92.07,92.08,-1,-1.27182,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.114,1.646,0.8015,13.44
91.20,92.47,92.48,-1,-1.60751,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.827,2.363,-1.019,-0.6556
91.60,92.87,92.88,-1,-1.70093,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.616,2.034,-1.237,-0.8021
92.00,93.27,93.28,-1,-1.50342,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.5002,2.541,0.4731,12.05
92.40,93.67,93.68,-1,-1.57399,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.3375,1.587,-0.747,-0.07999
92.80,94.07,94.08,-1,-1.59965,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.978,1.491,-0.9673,-0.8387
93.20,94.47,94.48,-1,-0.99168,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.255,2.077,1.76,12.52
93.60,94.87,94.88,-1,-1.08858,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.464,2.782,0.5878,-0.1457
94.00,95.27,95.28,-1,-1.12190,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.853,2.772,0.279,-0.8717
94.40,95.67,95.68,-1,-1.08272,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,5.488,3.49,1.386,12.4
94.80,96.07,96.08,-1,-1.48859,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.92,2.602,-0.8407,-0.5226
95.20,96.47,96.48,-1,-1.54193,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.488,1.887,-1.002,-0.8692
95.60,96.87,96.88,-1,-1.30997,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.084,1.976,0.8261,12.87
96.00,97.27,97.28,-1,-1.30611,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.907,1.608,-0.1278,-0.2952
96.40,97.67,97.68,-1,-1.35345,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.54,1.455,-0.406,-0.8011
96.80,98.07,98.08,-1,-1.22598,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.452,2.551,1.27,16.25
97.20,98.47,98.48,-1,-1.33092,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.935,2.106,-0.3077,0.09416
97.60,98.87,98.88,-1,-1.46801,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.577,1.817,-0.7978,-0.7998
98.00,99.27,99.28,-1,-0.68679,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.376,1.645,2.359,10.93
98.40,99.67,99.68,-1,-1.39777,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.671,-0.5495,-0.9134,-0.438
98.80,100.07,100.08,-1,-1.50129,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.088,-0.1869,-1.109,-0.7119
99.20,100.47,100.48,-1,-0.47329,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.9697,0.8071,4.195,26.52
99.60,100.87,100.88,-1,-1.51870,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4884,-0.04351,-0.8921,0.1814
100.00,101.27,101.28,-1,-1.49999,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4947,-0.1954,-0.9346,-0.8108
100.40,101.67,101.68,-1,-0.35246,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.9262,0.1996,4.441,26.43
100.80,102.07,102.08,-1,-1.14601,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.564,-0.01961,0.1007,-0.004444
101.20,102.47,102.48,-1,-1.35172,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.283,0.02481,-0.6213,-0.441
101.60,102.87,102.88,-1,-0.36667,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.118,0.2895,4.49,31.06
102.00,103.27,103.28,-1,-1.49122,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.048,-0.08184,-1.126,-0.132
102.40,103.67,103.68,-1,-1.55361,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.668,-0.3854,-1.264,-0.8121
102.80,104.07,104.08,-1,-1.53090,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.1863,-0.2858,1.48,35.03
103.20,104.47,104.48,-1,-1.58657,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.1996,-0.5261,-1.137,-0.1809
103.60,104.87,104.88,-1,-1.54080,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.01537,-0.6204,-1.088,-0.8509
104.00,105.27,105.28,-1,-0.44498,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2293,-0.3955,4.2,27.5
104.40,105.67,105.68,-1,-1.57659,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.07913,-0.517,-1.135,-0.4141
104.80,106.07,106.08,-1,-1.58306,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.007967,-0.6884,-1.212,-0.6597
105.20,106.47,106.48,-1,0.02549,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2745,-0.4686,5.52,26.38
105.60,106.87,106.88,-1,-1.35129,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4421,-0.6772,-0.5454,-0.4076
106.00,107.27,107.28,-1,-1.58352,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.6801,-0.2416,-1.203,-0.6317
106.40,107.67,107.68,-1,-0.58341,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4981,0.2102,3.893,27.84
106.80,108.07,108.08,-1,-1.27295,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.8011,-0.1314,-0.1996,0.249
107.20,108.47,108.48,-1,-1.32151,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.632,-0.5896,-0.5892,-0.6467
107.60,108.87,108.88,-1,-0.45619,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.756,-0.432,4.378,34.73
108.00,109.27,109.28,-1,-1.07104,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.411,-0.3838,0.05737,0.1166
108.40,109.67,109.68,-1,-1.13123,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.672,-0.05577,-0.1518,-0.7698
108.80,110.07,110.08,-1,-1.26272,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.873,1.061,2.299,37.44
109.20,110.47,110.48,-1,-1.56903,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.358,1.269,-1.149,-0.3154
109.60,110.87,110.88,-1,-1.63012,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.219,0.9877,-1.16,-0.5115
110.00,111.27,111.28,-1,-0.26071,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.5544,0.6183,4.986,26.76
110.40,111.67,111.68,-1,-1.22508,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.7163,0.075,0.1319,-0.07722
110.80,112.07,112.08,-1,-1.42362,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.012,-0.1565,-0.7459,-0.6756
111.20,112.47,112.48,-1,-0.51799,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.354,-0.2063,3.912,29.42
111.60,112.87,112.88,-1,-0.86527,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.898,-0.2859,0.7853,0.5793
112.00,113.27,113.28,-1,-1.00027,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.496,-0.367,0.1996,-0.8106
112.40,113.67,113.68,-1,-0.65572,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.87,0.02207,3.435,30.35
112.80,114.07,114.08,-1,-1.24228,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.548,-0.4242,-0.5231,-0.4844
113.20,114.47,114.48,-1,-1.57398,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.297,-0.3761,-1.282,-0.8126
113.60,114.87,114.88,-1,-1.41492,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.5042,0.006318,1.911,34.28
114.00,115.27,115.28,-1,-1.42221,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.9154,0.1849,-0.4254,-0.1828
114.40,115.67,115.68,-1,-1.41623,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2404,0.3694,-0.5414,-0.751
114.80,116.07,116.08,-1,-1.91166,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.043,1.387,0.9306,40.38
115.20,116.47,116.48,-1,-1.54505,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.27,1.372,-0.7387,0.8884
115.60,116.87,116.88,-1,-1.40058,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.304,0.9137,-0.5084,-0.7371
116.00,117.27,117.28,-1,0.22509,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.1,0.34,6.103,26.85
116.40,117.67,117.68,-1,-1.44898,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.565,-0.05492,-0.9364,-0.08802
116.80,118.07,118.08,-1,-1.51806,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.282,0.1354,-1.113,-0.6163
117.20,118.47,118.48,-1,-1.34866,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.251,1.006,2.049,33.47
117.60,118.87,118.88,-1,-1.41797,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.6751,1.083,-0.3946,0.1674
118.00,119.27,119.28,0,-1.62802,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.6707,0.6895,-1.171,-0.8213
118.40,119.67,119.68,0,-0.59400,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.542,0.3524,4.01,31.28
118.80,120.07,120.08,0,-0.82607,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.52,-0.09688,0.9547,0.1832
119.20,120.47,120.48,0,-1.15272,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.829,-0.1756,-0.2461,-0.6096
119.60,120.87,120.88,0,-0.76354,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.596,-0.03603,3.349,35.12
120.00,121.27,121.28,0,-1.32158,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.854,-0.279,-0.7686,-0.4888
120.40,121.67,121.68,0,-1.48836,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.597,-0.4799,-1.065,-0.6182
120.80,122.07,122.08,0,-0.92340,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.3903,-0.02269,3.253,32.57
121.20,122.47,122.48,0,-1.42377,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.7611,-0.08136,-0.4771,0.125
121.60,122.87,122.88,0,-1.46560,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.7721,-0.1253,-0.8301,-0.5428
122.00,123.27,123.28,0,0.29942,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.653,0.1105,6.272,27.58
122.40,123.67,123.68,0,-0.63566,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.112,-0.1924,1.342,0.3457
122.80,124.07,124.08,0,-0.63541,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,5.464,-0.3739,1.076,-0.806
123.20,124.47,124.48,0,-0.04595,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,6.055,-0.01162,4.881,28.37
123.60,124.87,124.88,0,-1.37432,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.957,-0.3162,-1.053,-0.4065
124.00,125.27,125.28,0,-1.35399,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.594,0.6634,-0.5556,-0.6586
124.40,125.67,125.68,0,-1.44350,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.6598,2.396,2.247,35.63
124.80,126.07,126.08,0,-1.50077,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4736,3.33,-0.2114,-0.1382
125.20,126.47,126.48,0,-1.52901,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.492,4.426,-0.2441,-0.7633
125.60,126.87,126.88,0,-2.23082,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.422,5.466,1.001,46.2
126.00,127.27,127.28,0,-1.24504,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.834,5.31,0.7128,0.433
126.40,127.67,127.68,0,-1.32424,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.437,4.955,0.2548,-0.7726
126.80,128.07,128.08,0,-1.13899,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.197,4.474,3.164,35.62
127.20,128.47,128.48,0,-1.57939,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.285,3.978,-0.7643,-0.314
127.60,128.87,128.88,0,-1.65060,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.849,2.738,-1.085,-0.7471
128.00,129.27,129.28,0,-0.51221,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.692,0.9777,4.574,34.36
128.40,129.67,129.68,0,-1.03037,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.66,-0.2052,0.4161,0.1931
128.80,130.07,130.08,0,-0.96571,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.217,1.263,0.6553,-0.7019
129.20,130.47,130.48,0,-1.70327,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.471,3.532,1.411,37.89
129.60,130.87,130.88,0,-1.52439,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.126,4.936,-0.3899,-0.2095
130.00,131.27,131.28,0,-1.50390,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.295,4.936,-0.271,-0.7298
130.40,131.67,131.68,0,-2.28332,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.329,4.786,0.4887,42.82
130.80,132.07,132.08,0,-1.70912,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.097,3.81,-0.9364,-0.2458
131.20,132.47,132.48,0,-1.49264,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.505,2.409,-0.5139,-0.6344
131.60,132.87,132.88,0,-1.81939,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.8449,1.023,1.326,42.76
132.00,133.27,133.28,0,-1.49666,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.7546,0.2411,-0.8167,-0.04405
132.40,133.67,133.68,0,-1.57181,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.7198,0.08028,-1.104,-0.5302
132.80,134.07,134.08,0,-1.14044,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.317,0.09982,2.484,33.32
133.20,134.47,134.48,0,-0.95445,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.003,0.1946,0.6914,0.3153
