t_start,t_end,t_decision,label,score,alarm,dominant,domain,csec_corr,csec_unc,|r_bal|,|r_aux|,|r_cool|,|r_ups|,|r_qp|,|r_pv|,|r_reg|,e_rec,e_fc
241.60,242.87,242.88,-1,-1.56511,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.0611,0.2499,-0.9795,-0.764
242.00,243.27,243.28,-1,-0.18424,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.409,0.06181,4.875,26.55
242.40,243.67,243.68,-1,-1.54196,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.455,-0.2409,-1.032,1.28
242.80,244.07,244.08,-1,-1.41170,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.764,-0.6518,-0.9042,-0.885
243.20,244.47,244.48,-1,0.68357,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.897,-0.4399,7.333,28.13
243.60,244.87,244.88,-1,-0.91174,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.067,-0.5148,0.5005,1.014
244.00,245.27,245.28,-1,-1.06138,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,5.682,-0.4466,-0.2498,-0.8776
244.40,245.67,245.68,-1,0.93400,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,6.214,-0.1995,7.793,28.6
244.80,246.07,246.08,-1,-0.99601,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,5.747,-0.3675,0.05307,0.5365
245.20,246.47,246.48,-1,-1.10626,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,5.57,-0.4801,-0.375,-0.8231
245.60,246.87,246.88,-1,-0.69751,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.886,-0.01351,2.57,21.46
246.00,247.27,247.28,-1,-1.33246,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.717,-0.3056,-0.7663,-0.1316
246.40,247.67,247.68,-1,-1.34978,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.849,-0.6312,-0.8292,-0.792
246.80,248.07,248.08,-1,-0.07876,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.989,-0.4167,5.117,27.72
247.20,248.47,248.48,-1,-1.51865,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.709,-0.5352,-1.068,0.9742
247.60,248.87,248.88,-1,-1.47589,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.265,-0.4513,-0.9797,-0.5527
248.00,249.27,249.28,-1,-0.10206,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.473,0.04205,5.097,26.36
248.40,249.67,249.68,-1,-1.16523,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.839,-0.3092,-0.05123,-0.1137
248.80,250.07,250.08,-1,-1.10270,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.029,-0.3045,-0.03837,-0.7266
249.20,250.47,250.48,-1,-0.24845,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.798,0.02326,4.449,27.19
249.60,250.87,250.88,-1,-1.45067,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.288,-0.04677,-0.9771,0.5472
250.00,251.27,251.28,-1,-1.60322,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.588,-0.07191,-1.336,-0.6882
250.40,251.67,251.68,-1,-0.99508,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.1244,0.03513,2.8,29.41
250.80,252.07,252.08,-1,-1.57788,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.2946,-0.3646,-0.9798,1.103
251.20,252.47,252.48,-1,-1.56011,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.3024,-0.4124,-1.119,-0.5757
251.60,252.87,252.88,-1,-0.72130,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.457,0.1777,2.819,19.99
252.00,253.27,253.28,-1,-1.01698,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.184,-0.0126,0.4735,0.7542
252.40,253.67,253.68,-1,-1.13345,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.483,-0.1145,-0.1492,-0.7796
252.80,254.07,254.08,-1,0.30016,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.264,0.2862,5.808,23
253.20,254.47,254.48,-1,-1.46245,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.772,0.006218,-1.1,-0.07506
253.60,254.87,254.88,-1,-1.52537,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.207,-0.2648,-1.213,-0.7512
254.00,255.27,255.28,-1,-0.27504,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.6064,-0.1941,4.772,28.42
254.40,255.67,255.68,-1,-1.55110,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2028,-0.5117,-0.9816,1.129
254.80,256.07,256.08,-1,-1.62364,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.0928,-0.4041,-1.296,-0.7304
255.20,256.47,256.48,-1,0.06703,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.015,0.1752,5.51,23.87
255.60,256.87,256.88,-1,-0.97999,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.912,0.1237,0.5976,0.1212
256.00,257.27,257.28,-1,-1.09170,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.498,0.02282,0.01975,-0.5121
256.40,257.67,257.68,-1,-0.18289,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.408,0.448,4.71,27.91
256.80,258.07,258.08,-1,-1.28993,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.026,0.1918,-0.5718,-0.04937
257.20,258.47,258.48,-1,-1.34574,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.049,-0.03825,-0.7289,-0.8369
257.60,258.87,258.88,-1,-0.37838,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.701,-0.04744,4.561,31.22
258.00,259.27,259.28,-1,-1.22419,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.398,-0.2585,-0.1482,0.1935
258.40,259.67,259.68,-1,-1.46949,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.402,-0.2953,-0.9663,-0.8456
258.80,260.07,260.08,-1,-1.33841,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.948,-0.13,1.923,35.48
259.20,260.47,260.48,-1,-1.25910,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.411,-0.1208,-0.3267,0.3943
259.60,260.87,260.88,-1,-1.29312,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.816,-0.3356,-0.5945,-0.7379
260.00,261.27,261.28,-1,-0.32564,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.026,0.1887,4.47,29.13
260.40,261.67,261.68,-1,-1.50437,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.57,-0.1031,-1.108,-0.02044
260.80,262.07,262.08,-1,-1.55311,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.339,-0.213,-1.187,-0.7273
261.20,262.47,262.48,-1,-0.09924,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2713,-0.1291,5.197,26.19
261.60,262.87,262.88,-1,-1.50699,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.1258,-0.3257,-0.8538,0.4176
262.00,263.27,263.28,-1,-1.49303,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.6022,-0.5175,-0.9919,-0.8739
262.40,263.67,263.68,-1,-0.24237,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.377,-0.2147,4.731,27.72
262.80,264.07,264.08,-1,-1.12404,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.939,-0.3775,0.09077,0.4954
263.20,264.47,264.48,-1,-1.18212,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.047,-0.3882,-0.3079,-0.9045
263.60,264.87,264.88,-1,-0.20012,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.737,-0.09287,4.792,30.24
264.00,265.27,265.28,-1,-1.44975,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.218,-0.3832,-1.056,0.1939
264.40,265.67,265.68,-1,-1.56917,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.667,-0.4467,-1.327,-0.8729
264.80,266.07,266.08,-1,-0.91652,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.198,-0.2891,3.121,32.06
265.20,266.47,266.48,-1,-1.30502,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.08347,-0.4189,-0.278,0.1437
265.60,266.87,266.88,-1,-1.40553,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.8123,-0.4702,-0.7413,-0.8487
266.00,267.27,267.28,-1,-1.38456,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.894,-0.2041,1.914,37.46
266.40,267.67,267.68,-1,-1.29754,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.462,-0.3211,-0.4684,0.6559
266.80,268.07,268.08,-1,-1.34051,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.722,-0.6526,-0.7969,-0.8749
267.20,268.47,268.48,-1,0.29915,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.852,-0.379,6.065,26.3
267.60,268.87,268.88,-1,-1.43762,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.409,-0.5593,-0.9888,-0.193
268.00,269.27,269.28,-1,-1.56042,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.215,-0.6003,-1.276,-0.8217
268.40,269.67,269.68,-1,-0.03013,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.01342,-0.147,5.228,23.24
268.80,270.07,270.08,-1,-1.52948,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.2692,-0.4675,-0.8722,0.8808
269.20,270.47,270.48,-1,-1.52755,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.3228,-0.5578,-1.072,-0.8728
269.60,270.87,270.88,-1,-0.57345,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.264,-0.3343,4.04,32.27
270.00,271.27,271.28,-1,-0.94044,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.854,-0.5218,0.6174,0.3808
270.40,271.67,271.68,-1,-1.14623,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.963,-0.5719,-0.2183,-0.7975
270.80,272.07,272.08,-1,-1.05208,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.936,-0.2312,2.424,33.77
271.20,272.47,272.48,-1,-1.32633,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.709,-0.2588,-0.7417,-0.1848
271.60,272.87,272.88,-1,-1.52743,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.346,-0.4121,-1.261,-0.7274
272.00,273.27,273.28,0,-1.40387,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.7449,-0.1801,1.787,34.56
272.40,273.67,273.68,0,-1.48040,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4389,-0.4772,-0.8472,0.2856
272.80,274.07,274.08,0,-1.48186,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.5666,-0.7243,-0.9911,-0.8332
273.20,274.47,274.48,0,-0.10135,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.174,-0.4617,5.051,26.57
273.60,274.87,274.88,0,-1.14411,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.565,-0.2735,0.1006,0.6149
274.00,275.27,275.28,0,-1.21409,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.698,-0.05063,-0.2835,-0.6641
274.40,275.67,275.68,0,-0.03097,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.639,0.5198,5.227,27.33
274.80,276.07,276.08,0,-1.52231,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.418,0.1939,-1.178,0.2997
275.20,276.47,276.48,0,-1.56714,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.654,-0.1737,-1.263,-0.8128
275.60,276.87,276.88,0,-1.37543,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.05322,-0.2749,1.992,35.24
276.00,277.27,277.28,0,-1.43205,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.4116,-0.6156,-0.6334,0.2742
276.40,277.67,277.68,0,-1.51394,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4472,-0.5411,-1.032,-0.7322
276.80,278.07,278.08,0,-0.60485,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.657,-0.01666,4.084,34.01
277.20,278.47,278.48,0,-0.82539,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.316,-0.03588,1.016,0.5357
277.60,278.87,278.88,0,-0.93531,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.491,0.03526,0.4914,-0.545
278.00,279.27,279.28,0,-1.06997,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.275,0.5477,2.507,34.14
278.40,279.67,279.68,0,-1.43639,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.99,0.6044,-0.9348,-0.1245
278.80,280.07,280.08,0,-1.54911,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.388,0.5177,-1.158,-0.8099
279.20,280.47,280.48,0,-1.50839,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.8034,0.668,1.502,32.73
279.60,280.87,280.88,0,-1.43440,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.5109,0.5194,-0.5465,-0.01417
280.00,281.27,281.28,0,-1.51069,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.8792,1.592,-0.6663,-0.7996
280.40,281.67,281.68,0,-1.61149,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.882,3.081,1.82,36.85
280.80,282.07,282.08,0,-1.21887,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.567,3.306,0.4256,0.2685
281.20,282.47,282.48,0,-1.19708,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.731,3.653,0.3687,-0.5703
281.60,282.87,282.88,0,-1.68504,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.471,3.904,1.83,42.1
282.00,283.27,283.28,0,-1.62086,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.242,3.534,-0.9588,-0.1585
282.40,283.67,283.68,0,-1.67477,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.731,2.522,-1.185,-0.7274
282.80,284.07,284.08,0,-1.88037,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.233,1.481,1.046,40.73
283.20,284.47,284.48,0,-1.31997,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.8402,1.061,-0.1289,0.07541
283.60,284.87,284.88,0,-1.45315,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.691,2.022,-0.5029,-0.8155
284.00,285.27,285.28,0,-1.46390,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.812,3.311,2.484,40.89
284.40,285.67,285.68,0,-1.46133,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.235,3.231,-0.4014,0.1584
284.80,286.07,286.08,0,-1.48120,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.93,1.913,-0.7396,-0.7015
285.20,286.47,286.48,0,-0.27670,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.636,0.8098,4.677,27.63
285.60,286.87,286.88,0,-1.32948,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.144,-0.1666,-0.5586,-0.1995
286.00,287.27,287.28,0,-1.51874,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.671,-0.07037,-1.104,-0.8739
286.40,287.67,287.68,0,-1.32118,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.072,0.03664,1.85,31.8
286.80,288.07,288.08,0,-1.35147,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.7934,-0.03721,-0.4241,0.1471
287.20,288.47,288.48,0,-1.51571,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.7419,-0.05332,-0.9822,-0.8079
287.60,288.87,288.88,0,-0.41060,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.247,0.3969,4.686,32.45
288.00,289.27,289.28,0,-1.12982,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.837,-0.1075,0.1175,0.2202
288.40,289.67,289.68,0,-1.01529,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.048,0.4334,0.4052,-0.1377
288.80,290.07,290.08,0,-1.93830,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.816,1.161,0.6686,42.87
289.20,290.47,290.48,0,-1.58572,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.214,1.506,-1.14,-0.3531
289.60,290.87,290.88,0,-1.68476,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.361,1.159,-1.324,-0.7538
290.00,291.27,291.28,0,-2.39464,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.4071,0.959,-0.04266,46.14
290.40,291.67,291.68,0,-1.54271,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.6189,0.8222,-0.6953,-0.1269
290.80,292.07,292.08,0,-1.57534,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.3119,1.537,-0.8101,-0.8341
291.20,292.47,292.48,0,-1.84114,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.489,2.764,1.203,38.16
291.60,292.87,292.88,0,-1.27932,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.227,2.796,0.1902,0.3571
292.00,293.27,293.28,0,-1.32026,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.194,2.58,-0.1575,-0.7136
292.40,293.67,293.68,0,-1.43787,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.855,2.868,2.01,35.84
292.80,294.07,294.08,0,-1.63695,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.484,2.727,-1.083,-0.2511
293.20,294.47,294.48,0,-1.51609,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.739,2.686,-0.5506,-0.5319
293.60,294.87,294.88,0,-2.00381,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.1488,2.146,0.9107,40.55
294.00,295.27,295.28,0,-1.45520,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.1166,1.676,-0.3222,-0.09434
294.40,295.67,295.68,0,-1.61948,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2273,1.291,-0.9771,-0.7817
294.80,296.07,296.08,0,-1.26137,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.065,0.748,2.474,36.23
295.20,296.47,296.48,0,-0.86648,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.802,-0.167,0.9045,0.2449
295.60,296.87,296.88,0,-0.97867,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.522,1.301,0.591,-0.6778
296.00,297.27,297.28,0,-1.18132,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.76,3.373,2.98,38.76
296.40,297.67,297.68,0,-1.49437,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.482,4.181,-0.4869,-0.249
296.80,298.07,298.08,0,-1.69462,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.643,2.64,-1.221,-0.8581
297.20,298.47,298.48,0,-1.80840,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.7757,0.9225,0.8132,35.07
297.60,298.87,298.88,0,-1.46596,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.3147,0.01984,-0.7131,0.0165
298.00,299.27,299.28,0,-1.52066,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.6166,-0.1183,-0.9754,-0.5182
298.40,299.67,299.68,0,-1.09714,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.452,-0.05387,2.595,33.68
