tcn_plus_fusion_ms
1.7463
1.3394
1.3192
1.3121
1.3173
1.3231
1.2760
1.2511
1.2548
1.2427
1.2428
1.2422
1.2329
1.2401
1.2361
1.2344
1.3084
1.2679
1.2504
1.2177
1.2173
1.2278
1.2186
1.2282
1.2363
1.2658
1.2595
1.2618
1.2994
1.2476
1.2220
1.2276
1.2320
1.2307
1.2282
1.2436
1.2307
1.2845
1.2866
1.2454
1.2222
1.2349
1.2410
1.2315
1.2307
1.2345
1.2319
1.2325
1.2637
1.2596
1.2613
1.2240
1.2244
1.2260
1.2229
3.0536
1.4272
1.4069
1.4247
1.4021
1.4018
1.4275
1.4114
1.4168
1.3988
1.3602
1.3010
1.2828
1.2711
1.2507
1.2299
1.2292
1.2309
1.2263
1.2336
1.2312
1.2335
1.2344
1.2608
1.2610
1.4301
1.2929
1.2323
1.2360
1.2261
1.2270
1.2212
1.2293
1.2282
1.2378
1.2527
1.2782
1.3157
1.2595
1.2112
1.2229
1.2275
1.2285
1.2280
1.2460
1.2905
1.5992
1.3860
1.3894
1.2826
1.2488
1.2853
1.2796
1.2560
1.2262
1.2176
1.2325
1.2413
1.2266
1.2321
1.2319
1.2293
1.2326
1.2495
1.2580
1.2703
1.2373
1.2157
1.2126
1.2194
1.2304
1.2239
1.2380
1.2372
1.2349
1.2480
1.2565
1.2537
1.2585
1.2091
1.2157
1.2181
1.2246
1.2238
1.2237
1.2247
1.2320
1.2489
1.2649
1.2497
1.2357
1.2140
1.2137
1.2157
1.2215
1.2305
1.2249
1.2265
1.2207
1.2446
1.2445
1.2835
1.2585
1.2104
1.2285
1.2230
1.2372
1.2269
1.2334
1.2263
1.2352
1.2395
1.2469
1.2489
1.2408
1.2213
1.2275
1.2229
1.2237
1.2196
1.2258
1.2188
1.2248
1.2761
1.2495
1.2435
1.2227
1.2184
1.2152
1.2300
1.2179
1.2229
1.2271
1.2273
1.2521
2.9906
1.2340
1.2178
1.2197
1.2172
1.2403
1.2429
1.2396
1.2312
1.2113
1.2237
1.2162
1.2132
1.2254
1.2245
1.2253
1.2185
1.2448
1.2458
1.2458
1.2399
1.2278
1.2328
1.2296
1.2399
1.2282
1.2224
1.2283
1.2124
1.2399
1.2661
1.2421
1.2493
1.2081
1.2121
1.2097
1.2235
1.2095
1.2128
1.2199
1.2125
1.2350
1.2407
1.2413
1.2145
1.2080
1.2138
1.2248
1.4723
1.2397
1.2367
1.2382
1.2452
1.2300
1.3188
1.2550
1.2445
1.2070
1.2132
1.2296
1.2215
1.2132
1.2333
1.2159
1.2324
1.2646
1.2504
1.2459
1.2371
1.2302
1.2137
1.2267
1.2197
1.2342
1.2359
1.2231
1.2219
1.2459
1.2567
1.2661
1.2580
1.2429
1.2357
1.2320
1.2264
1.2156
1.2297
1.2288
1.2226
1.2191
1.2617
1.2350
1.2453
1.2163
1.2234
1.2335
1.2197
1.2457
1.2251
1.2258
1.2216
1.2591
1.2625
1.2541
1.2519
1.2265
1.2274
1.2256
1.2312
1.2291
1.3166
1.2538
1.2477
1.2360
1.2752
1.8954
1.4032
1.3064
1.2676
1.3299
1.2399
1.2908
1.2379
1.2926
1.2335
1.2688
1.2371
1.2564
1.2356
1.2822
1.2571
1.2451
1.2644
1.2241
1.2467
1.2259
1.8359
1.8770
1.3135
1.2670
1.2553
1.2360
1.2480
1.2364
1.2544
1.2576
1.2475
1.2510
1.2588
1.2360
1.2369
1.2399
1.2288
1.2381
1.2288
1.2285
1.2547
1.2554
1.2569
1.2469
1.2197
1.2192
1.2188
1.2345
1.2305
1.2313
1.2251
1.2252
1.2528
1.2387
1.2510
1.2168
1.2265
1.2250
1.2259
1.2249
1.2254
1.2309
1.2381
1.2484
1.2466
1.2442
1.2422
1.2276
1.2232
1.5342
1.2338
1.2325
1.3235
1.2328
1.2288
1.2228
1.2507
1.2431
1.2393
1.2262
1.2185
1.2343
1.2207
1.2306
1.2230
1.2378
1.2199
1.2309
1.2407
1.2368
1.2116
1.2248
1.2237
1.2328
1.2337
1.2233
1.2272
1.2133
1.2524
1.2514
1.2383
1.2223
1.2222
1.2277
1.2247
1.2220
1.2236
1.2254
1.2449
1.2516
1.2418
1.2389
1.2460
1.2241
1.2310
1.2193
1.2240
1.2160
1.2373
1.2212
1.2822
1.2626
1.4361
1.3158
1.2788
1.2494
1.2224
1.2220
1.2263
1.2209
1.2266
1.2251
1.2253
1.2405
1.2404
1.2501
1.2396
1.2210
1.2242
1.2219
1.2205
1.2240
1.2185
1.2207
1.2383
1.2384
1.2473
1.2351
1.2096
1.5572
1.3218
1.3754
1.2709
1.2504
1.3444
1.2673
1.3200
2.4246
2.0916
1.2812
1.3247
1.2470
1.3638
1.2393
1.2420
1.2459
1.2275
1.2544
1.2389
1.2521
1.2235
1.2281
1.2984
1.2462
1.2423
1.2351
1.2341
1.2309
1.2182
1.2235
1.2309
1.2497
1.2281
1.2231
1.2297
1.2912
1.2499
1.2505
1.2254
1.2105
1.2217
1.2242
1.2394
1.2236
1.2520
1.3929
1.2673
1.2644
1.2996
1.2761
1.3218
1.2903
1.2979
1.2757
1.4320
1.5900
1.3113
1.3471
1.2425
1.2941
1.2274
1.2252
1.2373
1.2251
1.2524
1.2376
1.3014
1.2346
1.2677
1.2617
1.3494
1.2500
1.2697
1.2201
1.2191
1.2384
1.2273
1.2346
1.2098
1.2412
1.2870
1.2400
1.2428
1.2772
1.2706
1.3638
1.2271
1.2803
1.2217
1.2213
1.2316
1.2842
1.2291
1.2698
1.2405
1.2328
1.2672
1.2602
1.3019
1.2535
1.3099
1.2786
1.2909
1.2548
1.2892
1.2296
1.2238
1.2450
1.2294
1.2450
1.2217
1.2984
1.3417
1.3147
1.2619
1.3702
1.2687
1.2624
1.3464
1.3024
1.2643
1.2306
1.2447
1.2833
1.2823
1.2562
1.2695
1.2367
1.2441
1.3114
1.2715
1.2642
1.3106
1.2225
1.2825
1.2349
1.2764
1.2352
1.2409
1.2446
1.5841
1.2683
2.9462
1.2692
1.2326
1.2326
1.2395
1.2500
1.2347
1.2536
1.2757
1.2521
1.2490
1.2737
1.2876
1.2734
1.2229
1.2806
1.2385
1.2253
1.2414
1.2773
1.2298
1.2185
1.2737
1.2273
1.2503
1.2412
1.2626
1.2333
1.2072
1.2144
1.2208
1.2181
1.2162
1.2134
1.3402
1.3600
1.2432
1.2242
1.2414
1.2856
1.2371
1.2410
1.2202
1.2237
1.2256
1.2229
1.2174
1.4327
1.3204
1.5892
1.5248
1.4672
1.5422
1.2762
1.3593
1.2388
1.2787
1.2562
1.2429
1.2370
1.2336
1.2145
1.2126
1.2308
1.2133
1.2514
1.2137
1.2265
1.2487
1.2767
1.2524
1.2571
1.2242
1.2239
1.2223
1.2297
1.2245
1.2137
1.2624
1.2260
1.3999
1.2538
1.2575
1.2431
1.2089
1.2204
1.2097
1.2688
1.2218
1.2263
1.2234
1.2817
1.2454
1.2454
1.2326
1.2055
1.2123
1.2213
1.2105
1.2247
1.2874
1.2286
1.2354
1.2424
1.2985
1.2480
1.2485
1.2324
1.3144
1.2160
1.2189
1.2181
1.2247
1.2423
1.2212
1.2171
1.2437
1.2773
1.2454
1.2276
1.2197
1.2220
1.2321
1.2139
1.2160
1.2175
1.2647
1.2121
1.2704
1.2489
1.2455
1.2119
1.2179
1.2097
1.2055
1.2372
2.8651
1.2453
1.2137
1.2454
1.2284
1.2143
1.2252
1.2729
