t,Va_pu,Vb_pu,Vc_pu,P_meas_MW,P_total_MW,Q_total_Mvar,P_it_MW,P_cool_MW,P_aux_MW,ups_state,soc,vdc_pu,P_batt_MW,cool_stall,P_ai_pu,P_it_served_MW
241.56,0.954609278806565,0.95460927872443,0.954609278838758,67.953421618427,67.953421618427,25.9837185171216,8.25425929435226,36.9948019595832,22.7043603644915,0,1,0.999851628681008,0,0,0.0676869848325985,9.64539533864528
241.57,0.954538512382206,0.954538512300817,0.954538512415234,67.3928947643606,67.3928947643606,25.7987777529338,7.70138660942467,36.9906408200594,22.7008673348765,0,1,1.00002646148992,0,0,0.0473122641381886,6.74199763969188
241.58,0.954475099521262,0.954475099438415,0.954475099552722,66.9659678304672,66.9659678304672,25.657824734253,7.28113316956899,36.9869326456596,22.6979020152387,0,1,1.00007315290065,0,0,0.0498886288228192,7.10912960725174
241.59,0.954412399414616,0.95441239933228,0.954412399447113,67.1428154762102,67.1428154762102,25.7153291769019,7.46459081445636,36.9832617025598,22.6949629591941,0,1,1.00001794283607,0,0,0.053024938100416,7.55605367930927
241.6,0.95431639197023,0.954316391888002,0.954316392002924,68.7474327221581,68.7474327221581,26.2418379783771,9.07921849349893,36.9779174421585,22.6902967865006,0,1,0.999777738375772,0,0,0.0502419466987436,7.15947740457097
241.61,0.954229442099642,0.954229442017731,0.954229442132936,66.9911296683103,66.9911296683103,25.6637377220579,7.3320012586462,36.9730044208198,22.6861239888443,0,1,1.00011490888026,0,0,0.0407139192093619,5.80173348733407
241.62,0.954185802181318,0.954185802099062,0.954185802214132,67.5118450464938,67.5118450464938,25.8344310399188,7.85734975023334,36.9703156415375,22.6841796547229,0,1,0.999943427340552,0,0,0.0664776875286541,9.47307047283321
241.63,0.954084075076253,0.954084074994455,0.954084075109327,67.0025895993442,67.0025895993442,25.6660913945396,7.3586951537822,36.9646623857681,22.6792320597939,0,1,1.00009807151466,0,0,0.0401280718181394,5.71825023408487
241.64,0.954017878895413,0.9540178788123,0.954017878927153,68.3953217016978,68.3953217016978,26.1232117400912,8.75837797161542,36.9608351129499,22.6761086171326,0,1,0.999825013481947,0,0,0.0539439197506203,7.68700856446339
241.65,0.953914500650058,0.953914500568318,0.953914500683721,68.0843611579154,68.0843611579154,26.0200422057588,8.45806094872447,36.9551456676178,22.6711545415731,0,1,0.99989801168903,0,0,0.062468660104082,8.90178406483168
241.66,0.953839006648389,0.953839006566092,0.953839006681189,65.7954851020166,65.7954851020166,25.2669891598101,6.17713362167836,36.9508004208349,22.6675510595033,0,1,1.00032131166505,0,0,0.0394432967603647,5.62066978835197
241.67,0.953770400966589,0.953770400885121,0.953770401000319,68.3360483773143,68.3360483773143,26.1013696489343,8.72480966581157,36.9468913357024,22.6643473758003,0,1,0.999819942738451,0,0,0.0525616235652387,7.49003135804652
241.68,0.953704500449914,0.953704500367422,0.953704500482501,67.0954998408087,67.0954998408087,25.6929644310508,7.49130181683698,36.94301597343,22.6611820505418,0,1,1.00006620490676,0,0,0.0452775944860698,6.45205721426495
241.69,0.953602306376327,0.953602306293946,0.953602306409249,67.8063837687772,67.8063837687772,25.9256769389074,8.21259813790211,36.9374339812102,22.6563516496649,0,1,0.999917945501188,0,0,0.053776705129446,7.66318048094606
241.7,0.953501197879175,0.953501197796435,0.953501197911418,67.6738185009619,67.6738185009619,25.8811602062218,8.09049908569047,36.9318447791428,22.6514746361286,0,1,0.999979668015766,0,0,0.0436983934597792,6.22702106801853
241.71,0.953409282689358,0.953409282606723,0.953409282721929,65.9893988312806,65.9893988312806,25.3266620224053,6.41537137028763,36.9267866328595,22.6472408281335,0,1,1.00021265504345,0,0,0.0514880506096559,7.33704721187596
241.72,0.953318391851417,0.953318391769148,0.953318391884328,66.7256927630471,66.7256927630471,25.5678229058584,7.16091015549354,36.9217793917269,22.6430032158267,0,1,1.00003992931993,0,0,0.0539897246113609,7.69353575711892
241.73,0.953213799904725,0.953213799822592,0.953213799938237,67.9957725547104,67.9957725547104,25.98430890103,8.44174524442274,36.9160446896237,22.637982620664,0,1,0.999842950338264,0,0,0.052063267891622,7.41901567455614
241.74,0.953118791737138,0.953118791655127,0.953118791770645,67.7632064267033,67.7632064267033,25.9069756426923,8.21900809841477,36.9107661731328,22.6334321551557,0,1,0.999907957711055,0,0,0.0561616945468626,8.00304147292792
241.75,0.95302298476323,0.953022984680553,0.95302298479632,66.5215823160053,66.5215823160053,25.497974620132,6.98726159573637,36.9054503503923,22.6288703698766,0,1,1.00014053839606,0,0,0.0459182317786443,6.54334802845681
241.76,0.952906629120379,0.952906629037696,0.952906629152926,69.0476449890022,69.0476449890022,26.327193116446,9.52513322923849,36.8991853440879,22.6233264156758,0,1,0.999681663990163,0,0,0.0641374763793746,9.13959038406088
241.77,0.95280807021312,0.952808070130838,0.952808070246159,68.2494527789843,68.2494527789843,26.0639056884781,8.73734960992446,36.89365407879,22.6184490902698,0,1,0.999927303977992,0,0,0.0468851188377958,6.6811294343859
