t,Va_pu,Vb_pu,Vc_pu,P_meas_MW,P_total_MW,Q_total_Mvar,P_it_MW,P_cool_MW,P_aux_MW,ups_state,soc,vdc_pu,P_batt_MW,cool_stall,P_ai_pu,P_it_served_MW,label,attack_type
9.69,0.941492066531694,0.941492439756347,0.94149203676615,122.740236204236,122.740236204236,49.9628944176489,29.3280716844409,71.3943947860254,22.0177697337696,0,1,0.999584888432144,0,0,0.203287885221315,28.9685236440374,0,0
9.7,0.940971328877498,0.940972459504397,0.940972541647135,121.598911670508,121.598911670508,49.5754607468927,28.2664806129612,71.3391938078966,21.9932372496503,0,1,0.999865276852884,0,0,0.196462071409524,27.9958451758571,0,0
9.71,0.940473322333122,0.940474943704448,0.940475001510136,122.354252135112,122.354252135112,49.8119425830014,29.098212779132,71.2862343898735,21.9698049661061,0,1,0.999770488768114,0,0,0.196967848254878,28.0679183763201,0,0
9.72,0.940009367039248,0.940011256523089,0.94001152398398,120.699597706499,120.699597706499,49.257060053468,27.5149543817265,71.2365935398184,21.9480497849536,0,1,1.00007328387584,0,0,0.192301356500954,27.4029433013859,0,0
9.73,0.93957200815206,0.93957496533657,0.939574986471947,121.642142316296,121.642142316296,49.5564356463951,28.5249738936534,71.1895794345327,21.9275889881104,0,1,0.999876172627407,0,0,0.202122390231476,28.8024406079853,0,0
9.74,0.939143873438361,0.93914807672591,0.939148139839208,123.072523347966,123.072523347966,50.0163012086664,30.021892870836,71.1432240949483,21.9074063821817,0,1,0.99967654960221,0,0,0.2062732647109,29.3939402213033,0,0
9.75,0.938745090771062,0.938744638070001,0.938747746894361,122.366645779791,122.366645779791,49.7746163511481,29.3786074523857,71.0995137277414,21.8885245996637,0,1,0.999902753066292,0,0,0.186593399108407,26.589559372948,0,0
9.76,0.938376908220403,0.938378146394422,0.93837642931488,121.654400609584,121.654400609584,49.5315816012957,28.7240801944673,71.0590281781946,21.871292236922,0,1,1.0000051752745,0,0,0.192032687482123,27.3646579662025,0,0
9.77,0.938032037674742,0.938034042746989,0.938031349796498,122.030762006625,122.030762006625,49.6468463008228,29.154948824022,71.0207021332348,21.8551110493685,0,1,0.999936823004259,0,0,0.190772187728717,27.1850367513422,0,0
9.78,0.937716165754363,0.937720690269377,0.937712520780521,119.796494383144,119.796494383144,48.9047007055411,26.9708454842042,70.98524921652,21.8403996824194,0,1,1.00029314637223,0,0,0.181490554175715,25.8624039700394,0,0
9.79,0.937435227178003,0.937438266987161,0.93743795449658,119.154798634215,119.154798634215,48.6868171287509,26.3740118996221,70.9533205144668,21.8274662201266,0,1,1.0002943869381,0,0,0.1737967680664,24.7660394494621,0,0
9.8,0.9371595188777,0.937166232911665,0.937165635558761,119.369843567389,119.369843567389,48.750635761315,26.6332363607311,70.9218550835064,21.8147521231514,0,1,1.0001734384402,0,0,0.167461959409441,23.8633292158453,0,0
9.81,0.936922917689435,0.936931374156793,0.936930297138143,119.362874566463,119.362874566463,48.7423359083748,26.664852163281,70.8941173078315,21.8039050953509,0,1,1.00008571430026,0,0,0.174033306884078,24.7997462309811,0,0
9.82,0.936692940781018,0.936697828518257,0.936696753453853,119.263686499348,119.263686499348,48.7038337927256,26.6035452227405,70.8668633663035,21.793277910304,0,1,1.00007594135839,0,0,0.163320763778888,23.2732088384915,0,0
9.83,0.936513475146359,0.936512929203688,0.936517061198413,117.376494889458,117.376494889458,48.0787933651383,24.7466862695915,70.8446091857917,21.7851994340748,0,1,1.00029826944216,0,0,0.167456539227464,23.8625568399137,0,0
9.84,0.936332940280054,0.936334260785913,0.936331877184403,116.923771766152,116.923771766152,47.9252199378628,24.3244299251197,70.8222679661206,21.7770738749117,0,1,1.00027292869551,0,0,0.161488996182871,23.0121819560591,0,0
9.85,0.936181942147755,0.936181221612521,0.936179934203868,119.008783943464,119.008783943464,48.6063811448581,26.4358454508927,70.8026554977984,21.7702829947728,0,1,0.999817268695551,0,0,0.180994589188176,25.791728959315,0,0
9.86,0.936023307055925,0.936021230285999,0.936016171960368,119.180159574495,119.180159574495,48.6583075036958,26.6352949276422,70.7819560645228,21.7629085823299,0,1,0.999838305657231,0,0,0.173048127757743,24.6593582054784,0,0
9.87,0.935895240674271,0.935901079453315,0.935899852943937,118.492571404955,118.492571404955,48.4286139971129,25.9711324006122,70.7643320800995,21.7571069242438,0,1,0.99992530804257,0,0,0.190246384803454,27.1101098344921,0,0
9.88,0.935768850318354,0.935772293869747,0.935771016958436,118.193357344161,118.193357344161,48.3265657769814,25.695400397026,70.7466914394068,21.7512655077287,0,1,1.00000497392295,0,0,0.179100353362249,25.5218003541204,0,0
9.89,0.935668332207885,0.935673732600533,0.935672773535387,119.12584121995,119.12584121995,48.6299008622791,26.6478084665138,70.7314376470181,21.7465951064186,0,1,0.999870160375941,0,0,0.169425100789089,24.1430768624453,0,0
9.9,0.935581589497932,0.935590237839161,0.935588007998883,119.756922788923,119.756922788923,48.8344603197053,27.2969118309509,70.7174553869383,21.7425555710342,0,1,0.999788567769229,0,0,0.169636408396336,24.1731881964778,0,0
9.91,0.935381480072849,0.935383925334492,0.935382980493169,119.431774671503,119.431774671503,48.7223361660448,27.0054189977069,70.6930162091956,21.7333394646009,0,1,0.999818027446026,0,0,0.193225251934716,27.534598400697,0,0
9.92,0.935215201318931,0.935215909464735,0.935214222075007,119.428121046125,119.428121046125,48.716559271566,27.0309943869462,70.6715572049918,21.7255694541867,0,1,0.999860418514272,0,0,0.194083394182081,27.6568836709466,0,0
9.93,0.935044620922445,0.935046445180139,0.935043965495227,119.195353386462,119.195353386462,48.6353693646123,26.8281613577009,70.6496348507604,21.7175571780009,0,1,0.999957307987511,0,0,0.180781964775179,25.761429980463,0,0
9.94,0.934886377985719,0.934883413173938,0.934877609599853,120.330813461509,120.330813461509,49.0041758417856,27.9917122564776,70.6289451361267,21.7101560689047,0,1,0.999772480991661,0,0,0.187917886132513,26.7782987738831,0,0
9.95,0.934726676864998,0.934729794836877,0.934728777653405,119.507478431368,119.507478431368,48.7291148030265,27.1967487590025,70.6080651408137,21.7026645315516,0,1,0.999953538315392,0,0,0.185773557863465,26.4727319955437,0,0
9.96,0.93455724903368,0.934560469955621,0.934559027636192,121.426677987274,121.426677987274,49.3552707672176,29.1457097049566,70.58627692111,21.6946913612077,0,1,0.999639034044851,0,0,0.201185674831104,28.6689586634324,0,0
9.97,0.934385429608394,0.934387862517044,0.934386378174161,120.615425406194,120.615425406194,49.0838584516191,28.3649621009367,70.5640096941903,21.6864536110669,0,1,0.99990111337307,0,0,0.180983233463987,25.7901107686181,0,0
9.98,0.934252996845525,0.934252669879348,0.934252813680508,120.129986770315,120.129986770315,48.9204509476753,27.9040209228446,70.5457260362232,21.6802398112467,0,1,0.999987887807063,0,0,0.182267781941393,25.9731589266485,0,0
9.99,0.934145859540972,0.934146308665012,0.934145082719658,118.561429836105,118.561429836105,48.4016243324798,26.3561197853167,70.5299823377795,21.675327713009,0,1,1.00021064190744,0,0,0.185803885799313,26.4770537264021,0,0
10,0.934014380478077,0.934014343677024,0.934014345260441,120.625857198613,120.625857198613,49.0763399945558,28.4449045359453,70.5118075724685,21.6691450901989,0,1,0.999850219071129,0,0,0.181744792310457,25.8986329042401,0,0
