t,Va_pu,Vb_pu,Vc_pu,P_meas_MW,P_total_MW,Q_total_Mvar,P_it_MW,P_cool_MW,P_aux_MW,ups_state,soc,vdc_pu,P_batt_MW,cool_stall,P_ai_pu,P_it_served_MW,label,attack_type
227.93,0.951883579109215,0.951883579155628,0.951883578983673,73.4486818075701,73.4486818075701,27.8947470019927,13.296155288785,37.5871534224896,22.5653730962954,0,0.995007816123667,1.13425278751641,-0,0,0.101969385255592,14.5306373989218,0,0
227.94,0.952126306059415,0.952126306103595,0.952126305931346,74.3492603794486,74.3492603794486,28.192766845531,14.1732645958246,37.5989648811796,22.5770309024444,0,0.995007816123667,1.13301074752691,-0,0,0.088779514195304,12.6510807728308,0,0
227.95,0.952360479385407,0.952360479428671,0.952360479257285,73.7090404587504,73.7090404587504,27.9842599177211,13.5104958529594,37.61024771862,22.5882968871711,0,0.995007816123667,1.13364784626888,-0,0,0.0912137554628141,12.997960153451,0,0
227.96,0.95260436105939,0.952604361098401,0.952604360927445,74.025597311314,74.025597311314,28.0903195411568,13.8035132544686,37.6220527441888,22.6000313126566,0,0.995007816123667,1.13354607361768,-0,0,0.104893833475605,14.9473712702737,0,0
227.97,0.952827690636039,0.952827690677436,0.952827690507508,73.6545124701941,73.6545124701941,27.9701808288691,13.4109660787163,37.6327948282272,22.6107515632507,0,0.995007816123667,1.13375233953762,-0,0,0.0958441284633946,13.6577883060337,0,0
227.98,0.953035851182462,0.953035851225928,0.95303585105627,74.4774214641429,74.4774214641429,28.2423687503061,14.2138513896016,37.6428312551602,22.6207388193811,0,0.995007816123667,1.13298881010314,-0,0,0.0990458479158185,14.1140333280041,0,0
227.99,0.953242837843375,0.953242837885307,0.95324283771604,74.6332827824499,74.6332827824499,28.2952899430688,14.3499168350513,37.652757528539,22.6306084188595,0,0.995007816123667,1.13250661104971,-0,0,0.0860485760902773,12.2619220928645,0,0
228,0.953470626142549,0.953470626184735,0.953470626015085,75.7623709092595,75.7623709092595,28.6682761694403,15.4570860822015,37.663745099353,22.641539727705,0,0.995007816123667,1.13223697228275,-0,0,0.201168925793766,28.6665719256117,0,0
228.01,0.953155746384858,0.953155746431305,0.95315574625549,83.1724960729345,83.1724960729345,31.1011758321923,22.8985055600338,37.6479653882698,22.6260251246309,0,0.995007816123667,1.12373110039811,-0,0,0.189334334193783,26.980142622614,0,0
228.02,0.952641048957071,0.952641049005468,0.952641048825253,85.5228473476992,85.5228473476992,31.8692465697272,25.3003149336274,37.621863694888,22.6006687191838,0,0.995007816123667,1.12020490428649,-0,0,0.193654584067338,27.5957782295957,0,0
228.03,0.9520820234697,0.952082023520457,0.952082023334395,86.2568185608061,86.2568185608061,32.105644609541,26.090266309504,37.5934519537189,22.5731002975832,0,0.995007816123667,1.11868076118235,-0,0,0.17621467888957,25.1105917417637,0,0
228.04,0.95150896304151,0.951508963095277,0.951508962903581,86.1027171884942,86.1027171884942,32.0500335942338,25.9933737130169,37.5643762140305,22.5449672614469,0,0.995007816123667,1.11850784017113,-0,0,0.170872142083275,24.3492802468666,0,0
228.05,0.950941157429476,0.950941157485189,0.950941157288022,85.8053203126901,85.8053203126901,31.9473836535864,25.7524641203681,37.5356533713913,22.5172028209306,0,0.995007816123667,1.11866704162656,-0,0,0.168934330431581,24.0731420865003,0,0
228.06,0.950371546173173,0.95037154623219,0.950371546029742,85.2132103552993,85.2132103552993,31.7478666050121,25.216800824913,37.5069340191995,22.4894755111868,0,0.995007816123667,1.11908825302037,-0,0,0.164943968240861,23.5045154743228,0,0
228.07,0.949833126820473,0.949833126882274,0.949833126675785,85.1303843019663,85.1303843019663,31.7160257684287,25.1871717617737,37.4798715718609,22.4633409683318,0,0.995007816123667,1.11924551680616,-0,0,0.167880630645217,23.9229898669435,0,0
228.08,0.949303299208551,0.949303299273987,0.949303299063104,82.8108106601059,82.8108106601059,30.9490769686158,22.919803548406,37.4532543513406,22.4377527603593,0,0.995007816123667,1.12082881973774,-0,0,0.139059201886484,19.815936268824,0,0
228.09,0.94882215193061,0.948822151996604,0.948822151783284,81.6730548414314,81.6730548414314,30.5710127426408,21.8290927748512,37.4292173950947,22.4147446714854,0,0.995007816123667,1.12231350609592,-0,0,0.142443413180123,20.2981863781675,0,0
228.1,0.948374208469389,0.948374208535432,0.948374208319391,81.6089856541215,81.6089856541215,30.5461527048173,21.8086482623192,37.4069404499772,22.3933969418251,0,0.995007816123667,1.12274333883012,-0,0,0.154910497538039,22.0747458991706,0,0
228.11,0.947945369704848,0.947945369768745,0.947945369550488,81.7398550390568,81.7398550390568,30.5855328303534,21.9812978149911,37.3856401812386,22.3729170428272,0,0.995007816123667,1.12244715751921,-0,0,0.134162395755713,19.118141395189,0,0
228.12,0.947537161952655,0.947537162019984,0.947537161797422,81.4256485850941,81.4256485850941,30.4788005238255,21.7067743434315,37.3653782647735,22.3534959768892,0,0.995007816123667,1.12278025375807,-0,0,0.13156123732977,18.7474763194922,0,0
228.13,0.947157904247128,0.94715790431615,0.947157904091952,80.0533208953727,80.0533208953727,30.0245253636681,20.3712217908749,37.3465529943059,22.3355461101919,0,0.995007816123667,1.12402300519173,-0,0,0.130064767309105,18.5342293415474,0,0
228.14,0.94681691210949,0.946816912180416,0.946816911955002,80.5234299564951,80.5234299564951,30.1761705150288,20.8742492448931,37.3297226310692,22.3194580805327,0,0.995007816123667,1.12395378728363,-0,0,0.141490149361496,20.1623462840131,0,0
228.15,0.946475653459173,0.946475653531699,0.946475653304051,80.1249054592878,80.1249054592878,30.0423027854396,20.5087260199311,37.3128520774196,22.3033273619371,0,0.995007816123667,1.12410281255129,-0,0,0.131993954609985,18.8091385319229,0,0
228.16,0.946164911032953,0.946164911106254,0.946164910877429,80.3261572822775,80.3261572822775,30.105834861642,20.7399565010927,37.2975220180003,22.2886787631846,0,0.995007816123667,1.12406788992521,-0,0,0.139479454452198,19.8758222594382,0,0
228.17,0.945869709623494,0.94586970970083,0.945869709469736,80.0603499734916,80.0603499734916,30.0159804013153,20.5026453019913,37.2829444256814,22.274760245819,0,0.995007816123667,1.12424925894321,-0,0,0.14487823674202,20.6451487357378,0,0
