tcn_plus_fusion_ms
1.7603
1.3365
1.3129
1.2757
1.2973
1.2732
1.2640
1.2552
1.2750
1.3002
1.2960
1.3904
1.2781
1.2977
1.2384
1.2455
1.2292
1.2277
1.2201
1.2426
1.2293
1.2299
1.2406
1.2607
1.2630
1.7409
1.2608
1.2041
1.2255
1.2844
1.3234
1.2442
1.2383
1.2382
1.2254
2.4695
1.2493
1.2270
1.2210
1.2235
1.2521
1.2580
1.2503
1.2456
1.2258
1.2709
1.2388
1.2487
1.2285
1.2576
1.2443
1.2446
1.2305
1.2724
1.2743
1.2594
1.2746
1.2425
1.2681
1.2573
1.2557
1.2424
1.2485
1.2356
1.2445
1.2478
1.2634
1.3063
1.2889
1.2833
1.2389
1.2587
1.2515
1.4961
1.2555
1.2528
1.2454
1.2502
1.2292
1.2275
1.2526
1.2801
1.2819
1.2539
1.2616
1.2293
1.2557
1.2390
1.2556
1.2428
1.2419
1.2419
1.2428
1.2699
1.2769
1.2699
1.2570
1.2321
1.2405
1.2414
1.2288
1.2410
1.2397
1.2442
1.2374
1.2374
1.2574
1.2494
1.2631
1.2477
1.2444
1.2210
1.2548
1.2294
1.2605
1.2417
1.2539
1.2475
1.2515
1.2747
1.2601
1.2720
1.2590
1.2429
1.2428
1.2618
1.2496
1.2325
1.2337
1.2526
1.2310
1.2298
1.2495
1.2616
1.2727
1.2204
1.2546
1.2273
1.2402
1.2356
1.2591
1.2305
1.2547
1.2380
1.2512
1.2930
1.2445
1.2883
1.2251
1.2555
1.2436
1.2485
1.2255
1.2392
1.2177
1.2475
1.2328
1.2549
1.2798
1.2563
1.2778
1.2144
1.2500
1.2306
1.2524
1.2340
1.2508
1.2275
1.2318
1.2345
1.2603
2.3757
1.2684
1.2529
1.2788
1.2741
1.2688
1.2663
1.2339
1.2486
1.2250
1.2424
1.2242
1.2380
1.2238
1.2270
1.2256
1.2779
1.2673
1.3071
1.2538
1.2325
1.2252
1.2208
1.2290
1.2245
1.2249
1.2340
1.2308
1.2661
1.2688
1.2885
1.2529
1.2442
1.2345
1.2244
1.2297
1.2315
1.2492
1.2496
1.4143
1.2449
1.3030
1.2846
1.2772
1.2622
1.2276
1.2447
1.2442
1.2337
