tcn_plus_fusion_ms
1.6800
1.3150
1.2838
1.2791
1.3649
1.2737
1.2592
1.2557
1.2353
1.2957
1.2241
1.2592
1.2447
1.2753
1.2671
1.2175
1.2243
1.2328
1.2325
1.2216
1.2259
1.2378
1.2757
1.2278
1.2382
1.2355
1.2451
1.2213
1.2114
1.2116
1.2133
1.2089
1.2567
1.2177
1.2139
1.2321
1.2633
1.2339
1.2070
1.2171
1.2181
1.2137
1.2149
1.2151
1.2163
1.2777
1.2372
1.2305
1.2438
1.2135
1.2149
1.2135
1.2112
1.2041
1.2323
1.2170
1.2134
1.2438
1.3017
1.2354
1.2296
1.2086
1.2125
1.2236
1.2213
1.2192
1.2109
1.3259
1.2205
1.2277
1.2348
1.2515
1.2298
1.2179
1.2148
1.2101
1.2157
1.2239
1.2508
2.4901
1.2922
1.2223
1.2322
1.2194
1.2544
1.2191
1.2748
1.2571
1.2450
1.2366
1.2240
1.2181
1.2167
1.4076
1.2218
1.2193
1.2167
1.2602
1.2177
1.2408
1.2419
1.2559
1.2286
1.2171
1.4146
1.4217
1.2281
1.2177
1.2277
1.2223
1.2654
1.2177
1.2337
1.2389
1.2950
1.2591
1.2331
1.2285
1.2269
1.2280
1.2280
1.2184
1.2192
1.2234
1.2743
1.2431
1.2704
1.2506
1.2509
1.2312
1.2232
1.2168
1.2287
1.2240
1.2207
1.2240
1.2213
1.2966
1.2552
1.2532
1.2481
1.2412
1.2334
1.2284
1.2520
1.2481
1.2276
1.2259
1.2214
1.2250
1.3070
1.2490
1.2426
1.2354
1.2264
1.2225
1.2225
1.2271
1.2127
1.2545
1.2253
1.2262
1.2443
1.2942
1.2500
1.2436
1.2219
1.2212
1.2062
1.3062
1.2373
1.2290
1.2635
1.2329
1.2185
1.2369
1.2652
1.2345
1.2056
1.2061
1.2291
1.2230
1.2186
1.2293
1.2228
1.2786
1.2425
1.2329
1.3345
1.2754
1.2461
1.2257
1.2243
1.2249
1.2242
1.2253
1.2184
1.2152
1.2979
1.3077
1.2521
1.2508
1.2563
1.2243
1.2161
1.2189
1.2150
1.2240
1.2195
1.2321
1.2181
1.2778
1.2410
1.2348
1.2460
2.3934
1.2819
1.3691
1.2512
1.2456
1.2133
1.2204
1.2119
1.2265
1.2332
1.2216
1.2141
1.2197
1.2719
1.2227
1.2459
1.2791
1.2596
1.2377
1.2158
1.2190
1.2156
1.2199
1.2147
1.2209
1.2187
1.4437
1.4583
1.2329
1.2301
1.2980
1.3373
1.2458
1.2456
1.2597
1.2227
1.2153
1.2239
1.2251
1.2880
1.3682
1.2340
1.2277
1.2784
1.2387
1.2547
1.2472
1.2338
1.2116
1.2236
1.2236
1.2130
1.2247
1.2184
1.2262
1.2279
1.3019
1.3865
1.2530
1.2426
1.2376
1.2220
1.2181
1.2236
1.2257
1.2305
1.2359
1.2172
1.2211
1.2183
1.2865
1.2415
1.2438
1.2284
1.2171
1.2167
1.2163
1.2291
1.2154
1.2366
1.2253
1.2150
1.2325
1.2640
1.2298
1.3235
1.2252
1.2173
1.2207
1.2120
1.2113
1.2169
1.2605
1.2197
1.2306
1.2418
1.2812
1.2301
1.2291
1.2244
1.2172
1.2335
1.2229
1.2212
1.2259
1.2624
1.2187
1.2358
1.2293
1.2597
1.2444
1.2157
1.2163
