backend,threads,batch,mean,p50,p99
numpy,1,1,0.773379643,0.768983,0.81586784
numpy,2,1,0.7750861259999999,0.771223,0.80820704
numpy,4,1,0.7842207120000001,0.780055,0.82182592
numpy,6,1,0.779930564,0.7705029999999999,0.89078888
